📡｜中央电视台,#genre#
CCTV6,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv6HD/__op/default/__f/index.m3u8
CCTV6,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv6/index.m3u8
CCTV6,http://iptv.cooltv.top/tv/aishang.php?id=cctv6hd
CCTV6,https://live.v1.mk/api/bestv.php?id=cctv6hd8m/8000000
CCTV6,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV6,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226011/index.m3u8
湖南电影,http://124.232.233.15:6610/000000001001/201600020005/1400.m3u8?m3u8_level=2
湖南电影,http://223.151.51.27:85/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
湖南电影,http://124.232.233.17:6610/000000001001/201600020005/1400.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
黑莓电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225764/index.m3u8
黑莓电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225769/index.m3u8
黑莓电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225718/index.m3u8
黑莓电影,http://117.169.124.149:8080/live/jdianying/index.m3u8
黑莓电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225769/index.m3u8
黑莓电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225769/index.m3u8
黑莓电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225718/index.m3u8
黑莓电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225718/index.m3u8

峨眉电影,http://112.19.214.90:8883/tsfile/live/1004_1.m3u8

CHC家庭影院,http://118.24.227.124/bytedance.live.cqccn.com/__cl/cg:live/__c/chcjtyyHD/__op/default/__f//index.m3u8?blog.ntnas.top
CHC家庭影院,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/chcjtyyHD/__op/default/__f/index.m3u8
CHC家庭影院,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240323_1/encoder/0/playlist.m3u8?CONTENTID=00000110240323_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CHC家庭影院,https://live.v1.mk/aishang/chcjtyy
CHC家庭影院,http://111.20.40.170/PLTV/88888893/224/3221226462/index.m3u8
CHC家庭影院,http://223.151.51.27:85/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
CHC家庭影院,http://39.134.18.82/dbiptv.sn.chinamobile.com/TVOD/88888890/224/3221226462/index.m3u8
CHC家庭影院,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC家庭影院,http://111.20.41.242/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8?from=everydaytv4.2
CHC家庭影院,http://222.132.191.125:9901/tsfile/live/1008_1.m3u8
CHC高清电影,http://118.24.227.124/bytedance.live.cqccn.com/__cl/cg:live/__c/chcgqdyHD/__op/default/__f//index.m3u8?blog.ntnas.top
CHC高清电影,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/chcgqdyHD/__op/default/__f/index.m3u8
CHC高清电影,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CHC高清电影,https://live.v1.mk/aishang/chcgqdy
CHC高清电影,http://111.20.40.170/PLTV/88888893/224/3221226463/index.m3u8
CHC高清电影,http://39.134.18.82/dbiptv.sn.chinamobile.com/TVOD/88888890/224/3221226463/index.m3u8
CHC高清电影,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC高清电影,http://222.132.191.125:9901/tsfile/live/1010_1.m3u8
CHC动作电影,http://118.24.227.124/bytedance.live.cqccn.com/__cl/cg:live/__c/chcdzdyHD/__op/default/__f//index.m3u8?blog.ntnas.top
CHC动作电影,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/chcdzdyHD/__op/default/__f/index.m3u8
CHC动作电影,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CHC动作电影,https://live.v1.mk/aishang/chcdzdy
CHC动作电影,http://111.20.40.170/PLTV/88888893/224/3221226465/index.m3u8
CHC动作电影,http://223.151.51.27:85/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
CHC动作电影,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC动作电影,http://111.20.41.248/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8?from=everydaytv4.2
NewTV动作电影,http://117.169.124.149:8080/live/dongzuody/index.m3u8
NewTV超级电影,http://39.135.138.59:18890/PLTV/88888910/224/3221225623/index.m3u8
NewTV超级电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225623/index.m3u8
NewTV超级电影,http://117.169.121.162:6610/PLTV/88888910/224/3221225623/index.m3u8
东方影视,http://tvmvip110.club/bst.php?id=41
东方影视,http://39.136.172.2/hlsztemgsplive.miguvideo.com/wd_r4/dfl/dianshijuhd/3000/index.m3u8?ProgramID=&encrypt=
东方影视,https://live.v1.mk/api/bestv.php?id=dfyshd8m/8000000
安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8
西部电影,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226364/index.m3u8
陕西影视,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226360/index.m3u8
重庆影视,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cqyingshiHD/__op/default/__f/index.m3u8
重庆影视,http://118.24.227.124/bytedance.live.cqccn.com/__cl/cg:live/__c/cqyingshiHD/__op/default/__f//index.m3u8?blog.ntnas.top
西安影视,http://stream2.xiancity.cn/xatv4/sd/live.m3u8
黑龙江影视,https://idclive.hljtv.com:4430/live/hljys_hd.m3u8?zheild
河北影视剧,https://event.pull.hebtv.com/jishi/yingshijupindao.m3u8
广东影视,http://v2.91kds.cn/b9/itouchtv.m3u8?fmt=hls&id=gdtvs4&auth=rinimabi
广州影视,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzys
浙江教科影院,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江影视娱乐,http://hw-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8



🎥｜影&视轮播,#genre#

虎牙音乐石榴,https://hw.flv.huya.com/src/1199512344405-1199512344405-5224693802798678016-2399024812266-10057-A-0-1.flv?wsSecret=3b57bcc5a728bd0b667382ed6a629ec6&wsTime=6404bd0c&u=0&seqid=16779457397299526&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&fs=bgct&t=103
虎牙音乐石榴,https://al.flv.huya.com/src/1199512344405-1199512344405-5224693802798678016-2399024812266-10057-A-0-1.flv?wsSecret=3b57bcc5a728bd0b667382ed6a629ec6&wsTime=6404bd0c&u=0&seqid=16779457397299526&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&fs=bgct&t=103
虎牙音乐石榴,https://hw.hls.huya.com//src/1199512344405-1199512344405-5224693802798678016-2399024812266-10057-A-0-1.flv?wsSecret=3b57bcc5a728bd0b667382ed6a629ec6&wsTime=6404bd0c&u=0&seqid=16779457397299526&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&fs=bgct&t=103
虎牙音乐石榴,http://epg.112114.xyz/huya/17091681
斗鱼李子柒,http://tvmvip110.club/douyu.php?id=2901080
斗鱼李子柒,http://hw-tct.douyucdn.cn/live/2901080rqCm1mY3y.flv
斗鱼李子柒,http://hdltc1.douyucdn.cn/live/2901080rqCm1mY3y.flv
斗鱼李子柒,http://epg.112114.xyz/douyu/2901080
李子柒4K,http://hls-ott-zhibo.wasu.tv/live/443/index.m3u8
斗鱼苗大冬,http://tvmvip110.club/douyu.php?id=8067328
斗鱼苗大冬,http://hw-tct.douyucdn.cn/live/8067328rPXmCRee6.flv
斗鱼苗大冬,http://hdltc1.douyucdn.cn/live/8067328rPXmCRee6.flv
斗鱼苗大冬,http://epg.112114.xyz/douyu/8067328
斗鱼郭杰瑞,http://tvmvip110.club/douyu.php?id=7357786
斗鱼郭杰瑞,http://hw-tct.douyucdn.cn/live/7357786rayf23vkU.flv
斗鱼郭杰瑞,http://hdltc1.douyucdn.cn/live/7357786rayf23vkU.flv
斗鱼郭杰瑞,http://epg.112114.xyz/douyu/7357786
斗鱼滇西小哥,http://tvmvip110.club/douyu.php?id=3243427
斗鱼滇西小哥,http://hw-tct.douyucdn.cn/live/3243427rwRfRvEtJ.flv
斗鱼滇西小哥,http://hdltc1.douyucdn.cn/live/3243427rwRfRvEtJ.flv
斗鱼滇西小哥,http://epg.112114.xyz/douyu/3243427
斗鱼绵羊料理,http://tvmvip110.club/douyu.php?id=2090684
斗鱼绵羊料理,http://hw-tct.douyucdn.cn/live/2090684rVhkI1C7M.flv
斗鱼绵羊料理,http://hdltc1.douyucdn.cn/live/2090684rVhkI1C7M.flv
斗鱼绵羊料理,http://epg.112114.xyz/douyu/2090684
斗鱼新三国,http://tvmvip110.club/douyu.php?id=276200
斗鱼新三国,http://hw-tct.douyucdn.cn/live/276200r8BuXLoShZ.flv
斗鱼新三国,http://hdltc1.douyucdn.cn/live/276200r8BuXLoShZ.flv
斗鱼新三国,http://epg.112114.xyz/douyu/276200
斗鱼老三国,http://tvmvip110.club/douyu.php?id=7459925
斗鱼老三国,http://hw-tct.douyucdn.cn/live/7459925rjxKcfdq1.flv
斗鱼老三国,http://hdltc1.douyucdn.cn/live/7459925rjxKcfdq1.flv
斗鱼老三国,http://epg.112114.xyz/douyu/7459925
斗鱼西游记,http://tvmvip110.club/douyu.php?id=5472438
斗鱼西游记,http://hw-tct.douyucdn.cn/live/5472438rosAouUhO.flv
斗鱼西游记,http://hdltc1.douyucdn.cn/live/5472438rosAouUhO.flv
斗鱼西游记,http://epg.112114.xyz/douyu/5472438
虎牙金庸剧,https://al.flv.huya.com/src/1524439846-1524439846-6547419283289276416-3049003148-10057-A-0-1.flv?wsSecret=bdb288b9310d711c7af8368867c2bc5e&wsTime=64057e0c&u=0&seqid=16779951469035380&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&fs=bgct&t=103
虎牙金庸剧,http://epg.112114.xyz/douyu/11602082
虎牙83版射雕,https://hs.flv.huya.com/src/1199561223711-1199561223711-5434628823519854592-2399122570878-10057-A-0-1.flv?wsSecret=d48b8481677945aa95c86603b806694d&wsTime=640542c3&u=0&seqid=16779799968911138&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&fs=bgct&t=103
虎牙83版射雕,http://epg.112114.xyz/huya/23728674
虎牙97版天龙,https://al.flv.huya.com/src/1199564062365-1199564062365-5446820749614514176-2399128248186-10057-A-0-1.flv?wsSecret=1ef989b3fcf12301fc79139c48680900&wsTime=64054b79&u=0&seqid=16779821991264078&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&fs=bgct&t=103
虎牙97版天龙,http://epg.112114.xyz/huya/23903123
虎牙鹿鼎记,https://al.flv.huya.com/src/1199563459172-1199563459172-5444230055406338048-2399127041800-10057-A-0-1.flv?wsSecret=dce46d3e2eea9ca4e691040129aba4b4&wsTime=64057c9c&u=0&seqid=16779947782956604&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&fs=bgct&t=103
虎牙鹿鼎记,http://epg.112114.xyz/huya/23865080
虎牙纪晓岚,https://al.flv.huya.com/src/1394565204-1394565204-5989611943319568384-2789253864-10057-A-0-1.flv?wsSecret=d60f7f05525895127c705fc53b8870c5&wsTime=64054325&u=0&seqid=16779800759193994&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&fs=bgct&t=103
虎牙纪晓岚,http://epg.112114.xyz/huya/11342396
虎牙周星驰,https://al.flv.huya.com/src/1394575534-1394575534-5989656310331736064-2789274524-10057-A-0-1.flv?wsSecret=c81a1ccbc7f45aae750ee20ce89f17e9&wsTime=64054edb&u=0&seqid=16779830735606986&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&fs=bgct&t=103
虎牙周星驰,http://epg.112114.xyz/huya/11342412
YY周星驰,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=1353881242
YY周星驰,http://106.53.212.251/daili/yy.php?id=1353881242
YY成龙,http://106.53.212.251/daili/yy.php?id=1354888751
YY成龙,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=1354888751
虎牙刘德华,https://al.flv.huya.com/src/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1.flv?wsSecret=e5f2f4e7bba42980f4f1b7255d5e9730&wsTime=6405436b&u=0&seqid=16779801571410746&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&fs=bgct&t=103
虎牙刘德华,http://aldirect.corp-hls.huya.com/src/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1.m3u8?wsiphost=ipdbme
虎牙刘德华,http://epg.112114.xyz/huya/11342424
虎牙甄子丹,https://al.flv.huya.com/src/1423787820-1423787820-6115122123343134720-2847699096-10057-A-0-1-imgplus.flv?wsSecret=ca52e46825f574f1cb89cfec564915a8&wsTime=6405439a&u=0&seqid=16779801841406222&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&fs=bgct&t=103
虎牙甄子丹,http://aldirect.corp-hls.huya.com/src/1423787820-1423787820-6115122123343134720-2847699096-10057-A-0-1.m3u8?wsiphost=ipdbme
虎牙甄子丹,http://epg.112114.xyz/huya/11352935
斗鱼风云,http://tvmvip110.club/douyu.php?id=9290755
斗鱼风云,http://hw-tct.douyucdn.cn/live/9290755r1ypAW1Za.flv
斗鱼风云,http://hdltc1.douyucdn.cn/live/9290755r1ypAW1Za.flv
斗鱼风云,http://epg.112114.xyz/douyu/9290755
虎牙爱情公寓,https://al.flv.huya.com/src/1388474069-1388474069-5963450717699047424-2777071594-10057-A-0-1.flv?wsSecret=16ad94224405cb7af4d722c4e5facc50&wsTime=6405448b&u=0&seqid=16779804517317522&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&fs=bgct&t=103
虎牙爱情公寓,http://epg.112114.xyz/huya/11336726
虎牙陈翔六点半,https://al.flv.huya.com/src/1352054947-1352054947-5807031779760013312-2704233350-10057-A-0-1.flv?wsSecret=0a264ba449c865c1490badcd951acd28&wsTime=64057b4d&u=0&seqid=16779944431954908&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&fs=bgct&t=103
虎牙陈翔六点半,http://epg.112114.xyz/huya/11274154
斗鱼电影轮播1,http://tvmvip110.club/douyu.php?id=85894
斗鱼电影轮播1,http://hw-tct.douyucdn.cn/live/85894rmovieChow.flv
斗鱼电影轮播1,http://hdltc1.douyucdn.cn/live/85894rmovieChow.flv
斗鱼电影轮播1,http://epg.112114.xyz/douyu/85894
斗鱼电影轮播2,http://tvmvip110.club/douyu.php?id=122402
斗鱼电影轮播2,http://hw-tct.douyucdn.cn/live/122402rK7MO9bXSq.flv
斗鱼电影轮播2,http://hdltc1.douyucdn.cn/live/122402rK7MO9bXSq.flv
斗鱼电影轮播2,http://epg.112114.xyz/douyu/122402
斗鱼鬼片1,http://tvmvip110.club/douyu.php?id=218859
斗鱼鬼片1,http://hw-tct.douyucdn.cn/live/218859rFZLUZWPCX.flv
斗鱼鬼片1,http://hdltc1.douyucdn.cn/live/218859rFZLUZWPCX.flv
斗鱼鬼片1,http://epg.112114.xyz/douyu/218859
斗鱼鬼片2,http://tvmvip110.club/douyu.php?id=310926
斗鱼鬼片2,http://hw-tct.douyucdn.cn/live/310926rAJmXJ7EID.flv
斗鱼鬼片2,http://hdltc1.douyucdn.cn/live/310926rAJmXJ7EID.flv
斗鱼鬼片2,http://epg.112114.xyz/douyu/310926
斗鱼鬼片3,http://tvmvip110.club/douyu.php?id=6906628
斗鱼鬼片3,http://hw-tct.douyucdn.cn/live/6906628rHJ8AXtOC.flv
斗鱼鬼片3,http://hdltc1.douyucdn.cn/live/6906628rHJ8AXtOC.flv
斗鱼鬼片3,http://epg.112114.xyz/douyu/6906628
虎牙鬼片,https://al.flv.huya.com/src/1394575543-1394575543-5989656348986441728-2789274542-10057-A-0-1.flv?wsSecret=fe1623740a435833e0a07e6ceb5b5fbd&wsTime=64054419&u=0&seqid=16779803112761530&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&fs=bgct&t=103
虎牙鬼片,http://epg.112114.xyz/huya/11342421
YY林正英,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=1351505899
YY林正英,http://106.53.212.251/daili/yy.php?id=1351505899
YY欧美科幻,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=37988782
YY欧美科幻,http://106.53.212.251/daili/yy.php?id=37988782
YY欧美电影,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=24923327
YY欧美电影,http://106.53.212.251/daili/yy.php?id=24923327
YY欧美动作,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=1382745089
YY欧美动作,http://106.53.212.251/daili/yy.php?id=1382745089
YY电影轮播,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=1353059120
YY电影轮播,http://106.53.212.251/daili/yy.php?id=1353059120
豆瓣电影,http://tvmvip110.club/douyu.php?id=8770422
豆瓣电影,http://epg.112114.xyz/douyu/8770422
1905电影,http://111.177.34.81/hlslive2.ks-cdn.m1905.com/live/LIVE8J4LTCXPI7QJ5/index.m3u8
1905电影,http://111.177.34.80/hlslive2.ks-cdn.m1905.com/live/LIVE8J4LTCXPI7QJ5/index.m3u8
1905电影,http://111.177.34.74/hlslive2.ks-cdn.m1905.com/live/LIVE8J4LTCXPI7QJ5/index.m3u8
1905电影,http://111.177.34.73/hlslive2.ks-cdn.m1905.com/live/LIVE8J4LTCXPI7QJ5/index.m3u8
1905电影,http://111.177.34.68/hlslive2.ks-cdn.m1905.com/live/LIVE8J4LTCXPI7QJ5/index.m3u8
1905电影,http://111.177.34.67/hlslive2.ks-cdn.m1905.com/live/LIVE8J4LTCXPI7QJ5/index.m3u8
1905电影,http://111.177.34.69/hlslive2.ks-cdn.m1905.com/live/LIVE8J4LTCXPI7QJ5/index.m3u8
1905电影,http://111.177.34.66/hlslive2.ks-cdn.m1905.com/live/LIVE8J4LTCXPI7QJ5/index.m3u8
1905电影,http://115.231.128.16/hlslive2.ks-cdn.m1905.com/live/LIVE8J4LTCXPI7QJ5/index.m3u8
1905电影,http://115.231.128.80/hlslive2.ks-cdn.m1905.com/live/LIVE8J4LTCXPI7QJ5/index.m3u8
1905电影,http://115.231.128.81/hlslive2.ks-cdn.m1905.com/live/LIVE8J4LTCXPI7QJ5/index.m3u8
1905电影,http://115.231.128.73/hlslive2.ks-cdn.m1905.com/live/LIVE8J4LTCXPI7QJ5/index.m3u8
1905电影,http://120.220.38.30/hlslive2.ks-cdn.m1905.com/live/LIVE8J4LTCXPI7QJ5/index.m3u8
1905电影,http://120.220.38.26/hlslive2.ks-cdn.m1905.com/live/LIVE8J4LTCXPI7QJ5/index.m3u8
1905电影,http://120.220.38.28/hlslive2.ks-cdn.m1905.com/live/LIVE8J4LTCXPI7QJ5/index.m3u8
1905电影,http://120.220.38.16/hlslive2.ks-cdn.m1905.com/live/LIVE8J4LTCXPI7QJ5/index.m3u8
1905电影,http://120.220.38.29/hlslive2.ks-cdn.m1905.com/live/LIVE8J4LTCXPI7QJ5/index.m3u8
1905电影,http://120.220.38.27/hlslive2.ks-cdn.m1905.com/live/LIVE8J4LTCXPI7QJ5/index.m3u8
1905电影,http://124.132.156.25/hlslive2.ks-cdn.m1905.com/live/LIVE8J4LTCXPI7QJ5/index.m3u8
1905电影,http://120.226.188.224:80/hlslive2.ks-cdn.m1905.com/live/LIVE8J4LTCXPI7QJ5/index.m3u8
1905电影,http://120.226.188.135:80/hlslive2.ks-cdn.m1905.com/live/LIVE8J4LTCXPI7QJ5/index.m3u8
1905电影,http://120.226.188.136:80/hlslive2.ks-cdn.m1905.com/live/LIVE8J4LTCXPI7QJ5/index.m3u8
华语院线,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c51_lb_114_600_t10/c51_lb_114_600_t10.m3u8?key
院线电影,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c52_lb_64_720P_t10/c52_lb_64_720P_t10.m3u8?key
高分电影,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c51_lb_112_600_t10/c51_lb_112_600_t10.m3u8?key
票房电影,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c56_lb_184_600_t10/c56_lb_184_600_t10.m3u8
怀旧影院,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c51_lb_109_600_t10/c51_lb_109_600_t10.m3u8
经典港片,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c51_lb_110_600_t10/c51_lb_110_600_t10.m3u8?key
besTV华语影院,https://live.v1.mk/api/bestv.php?id=hyyy8m/8000000
besTV星光影院,https://live.v1.mk/api/bestv.php?id=xgyy8m/8000000
besTV全球大片,https://live.v1.mk/api/bestv.php?id=qqdp8m/8000000



🚀｜游戏直播,#genre#

斗鱼LOL直播1,http://tvmvip110.club/douyu.php?id=288016
斗鱼LOL直播1,http://hw-tct.douyucdn.cn/live/288016rlols5.flv
斗鱼LOL直播1,http://hdltc1.douyucdn.cn/live/288016rlols5.flv
斗鱼LOL直播1,http://epg.112114.xyz/douyu/288016
斗鱼LOL直播2,http://tvmvip110.club/douyu.php?id=424559
斗鱼LOL直播2,http://epg.112114.xyz/douyu/424559
斗鱼成果,http://tvmvip110.club/douyu.php?id=8090190
斗鱼成果,http://hw-tct.douyucdn.cn/live/8090190rhQRQPaes.flv
斗鱼成果,http://hdltc1.douyucdn.cn/live/8090190rhQRQPaes.flv
斗鱼成果,http://epg.112114.xyz/douyu/8090190
斗鱼pdd,http://tvmvip110.club/douyu.php?id=101
斗鱼pdd,https://hw-tct.douyucdn.cn/live/101rFib6ZMgDFwxd.flv
斗鱼pdd,https://hdltc1.douyucdn.cn/live/101rFib6ZMgDFwxd.flv
斗鱼pdd,http://epg.112114.xyz/douyu/101
斗鱼大司马,http://tvmvip110.club/douyu.php?id=606118
斗鱼大司马,http://hw-tct.douyucdn.cn/live/606118r6n9kQ9krJ.flv
斗鱼大司马,http://hdltc1.douyucdn.cn/live/606118r6n9kQ9krJ.flv
斗鱼大司马,http://epg.112114.xyz/douyu/606118
斗鱼doinb,http://tvmvip110.club/douyu.php?id=252140
斗鱼doinb,http://hw-tct.douyucdn.cn/live/252140rabBqyTfZA.flv
斗鱼doinb,http://hdltc1.douyucdn.cn/live/252140rabBqyTfZA.flv
斗鱼doinb,http://epg.112114.xyz/douyu/252140
斗鱼余小C,http://tvmvip110.club/douyu.php?id=1126960
斗鱼余小C,http://hw-tct.douyucdn.cn/live/1126960rPXROLJ7f.flv
斗鱼余小C,http://hdltc1.douyucdn.cn/live/1126960rPXROLJ7f.flv
斗鱼余小C,http://epg.112114.xyz/douyu/1126960
斗鱼鬼史东,http://tvmvip110.club/douyu.php?id=890074
斗鱼鬼史东,http://epg.112114.xyz/douyu/890074
斗鱼茄子,http://tvmvip110.club/douyu.php?id=9418
斗鱼茄子,http://hw-tct.douyucdn.cn/live/9418rvaQB7pYE4zn.flv
斗鱼茄子,http://hdltc1.douyucdn.cn/live/9418rvaQB7pYE4zn.flv
斗鱼茄子,http://epg.112114.xyz/douyu/9418
斗鱼xiaoxin,http://tvmvip110.club/douyu.php?id=709710
斗鱼xiaoxin,http://hw-tct.douyucdn.cn/live/709710rEc7VrFoSp.flv
斗鱼xiaoxin,http://hdltc1.douyucdn.cn/live/709710rEc7VrFoSp.flv
斗鱼xiaoxin,http://epg.112114.xyz/douyu/709710
斗鱼pigff,http://tvmvip110.club/douyu.php?id=24422
斗鱼pigff,http://epg.112114.xyz/douyu/24422
虎牙AmazingJ,http://epg.112114.xyz/huya/991108
虎牙霸哥,https://hw.hls.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-A-0-1-imgplus.flv?wsSecret=aabdf3b39190144c0ec188c47b2f3344&wsTime=64054470&u=0&seqid=16779803981135632&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&fs=bgct&t=103
虎牙霸哥,https://hw.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-A-0-1-imgplus.flv?wsSecret=aabdf3b39190144c0ec188c47b2f3344&wsTime=64054470&u=0&seqid=16779803981135632&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&fs=bgct&t=103
虎牙霸哥,http://epg.112114.xyz/huya/189201
虎牙kRYST4L,http://epg.112114.xyz/huya/222523
虎牙godv,http://epg.112114.xyz/huya/7911
bili_UZI,http://tvmvip110.club/bili.php?id=555
bili_UZI,http://epg.112114.xyz/bili/555
bili_UZI,https://cn-hbyc-ct-02-29.bilivideo.com/live-bvc/881615/live_42619059_35703933_bluray/index.m3u8
bili_UZI,https://cn-hbyc-ct-02-29.bilivideo.com/live-bvc/162846/live_42619059_35703933_bluray/index.m3u8
bili_笑笑,http://tvmvip110.club/bili.php?id=7777
bili_笑笑,https://xy49x86x255x22xy.mcdn.bilivideo.cn:486/live-bvc/311287/live_8739477_3713195_bluray/index.m3u8
bili_笑笑,https://cn-hbyc-ct-02-28.bilivideo.com/live-bvc/311287/live_8739477_3713195_bluray/index.m3u8
bili_笑笑,http://epg.112114.xyz/bili/7777
